招聘单位,城市,位置,经度,维度,当前是否招聘,全职,保险情况,吃住情况,面试时间,试岗时间,岗位类型,性别,年龄要求,特殊要求,是否接受有犯罪记录,运力紧急情况,工作时间,相关经验,薪资,工作内容
番禺市广站,广州,番禺区沙头街桥兴大道739号6栋107、108、109、110、111、112、117铺,113.347801,22.964945,是,是,商业保险,不包吃住,周一至周五14：00~16：00,下午三点前,白班分拣员,女,18~35,不戴眼镜，手脚麻利接受低温工作，不要暑假工，需要进冷库，有经验优先,否,0,早7晚7/早8晚8/早9晚9（偶尔会有6:30、11:00的班次，一周排班一次，月休4-6天）,无需经验，有经验者优先,底薪2340+绩效400+生活补贴0-500+职级补贴(100-700)+计件薪资，综合6000-8000,用户在小象超市app上面下了订单，然后去货架上找东西装袋子里，放一边给骑手去配送
番禺蔡边站,广州,广州市番禺区东环街蔡边一村广珠东线北侧（B厂房）一层101,113.383385,22.959442,是,是,商业保险,不包吃住,周一至周五14：00~16：00,下午三点前,白班分拣员,女,18~35,不戴眼镜，手脚麻利接受低温工作，不要暑假工，需要进冷库，有经验优先,否,0,早7晚7/早8晚8/早9晚9（偶尔会有6:30、11:00的班次，一周排班一次，月休4-6天）,无需经验，有经验者优先,底薪2340+绩效400+生活补贴0-500+职级补贴(100-700)+计件薪资，综合6000-8000,用户在小象超市app上面下了订单，然后去货架上找东西装袋子里，放一边给骑手去配送
番禺蔡边站,广州,广州市番禺区东环街蔡边一村广珠东线北侧（B厂房）一层101,113.383385,22.959442,是,是,商业保险,不包吃住,周一至周五14：00~16：00,下午三点前,白班理货员,男,18~35,不戴眼镜，手脚麻利接受低温工作，不要暑假工，需要进冷库，有经验优先,否,0,7：00-19:00/ 8：00-20:00/ 9：00-21:00（做5休2/做六休一门店排班）,无需经验，有经验者优先,固定薪资2340-2840+职级补贴0-700+绩效500+计件提成，综合薪资6000-8000元/月,超市货架空时，需要从库房拉货把货架补齐，在岗时，需要货架饱满状态，遇到缺货时，及时找主管进行订货
番禺蔡边站,广州,广州市番禺区东环街蔡边一村广珠东线北侧（B厂房）一层101,113.383385,22.959442,是,是,商业保险,不包吃住,周一至周五14：00~16：00,下午三点前,夜班理货员,男,18~32,不戴眼镜，手脚麻利接受低温工作，不要暑假工，需要进冷库，有经验优先,否,1,晚7早7、晚8早8、晚9早9。月休4-8天，一周排一次班 休息会安排在周中,无需经验，有经验者优先,2000-2400+1000绩效+780夜班补贴+计件提成=6500-8000,小象超市的搬运理货，整理货架，上架产品
番禺蔡边站,广州,广州市番禺区东环街蔡边一村广珠东线北侧（B厂房）一层101,113.383385,22.959442,是,是,商业保险,不包吃住,周一至周五14：00~16：00,下午三点前,水产员,不限,18~32,有经验优先,否,0,早7:00晚7：30、早8:00晚8:30、早9:00晚9:30、早10:00晚10:30等班次，中间休息一小时。月休4-8天,优先做过厨房和后厨,2000-2400+920补助+2980绩效+职级工资(水产证初级500-中级1000-高级1500）=6000-7800,养鱼，杀鱼，捞虾(处理水产品)
市桥西站,广州,广州市番禺区银座酒店B座小象超市,113.352188,22.941071,是,是,商业保险,不包吃住,周一至周五14：00~16：00,下午三点前,白班分拣员,女,18~35,不戴眼镜，手脚麻利接受低温工作，不要暑假工，需要进冷库，有经验优先,否,0,早7晚7/早8晚8/早9晚9（偶尔会有6:30、11:00的班次，一周排班一次，月休4-6天）,无需经验，有经验者优先,底薪2340+绩效400+生活补贴0-500+职级补贴(100-700)+计件薪资，综合6000-8000,用户在小象超市app上面下了订单，然后去货架上找东西装袋子里，放一边给骑手去配送
番禺沙湾站,广州,广州市番禺区沙湾街西环路1793号（厂房）101室,113.348305,22.915686,是,是,商业保险,不包吃住,周一至周五14：00~16：00,下午三点前,白班分拣员,女,18~35,不戴眼镜，手脚麻利接受低温工作，不要暑假工，需要进冷库，有经验优先,否,0,早7晚7/早8晚8/早9晚9（偶尔会有6:30、11:00的班次，一周排班一次，月休4-6天）,无需经验，有经验者优先,底薪2340+绩效400+生活补贴0-500+职级补贴(100-700)+计件薪资，综合6000-8000,用户在小象超市app上面下了订单，然后去货架上找东西装袋子里，放一边给骑手去配送
番禺沙湾站,广州,广州市番禺区沙湾街西环路1793号（厂房）101室,113.348305,22.915686,是,是,商业保险,不包吃住,周一至周五14：00~16：00,下午三点前,水产员,不限,18~32,有经验优先,否,0,早7:00晚7：30、早8:00晚8:30、早9:00晚9:30、早10:00晚10:30等班次，中间休息一小时。月休4-8天,优先做过厨房和后厨,2000-2400+920补助+2980绩效+职级工资(水产证初级500-中级1000-高级1500）=6000-7800,养鱼，杀鱼，捞虾(处理水产品)
市桥东站,广州,广州市番禺区市桥平康路144号102号铺,113.374619,22.940002,是,是,商业保险,不包吃住,周一至周五14：00~16：00,下午三点前,白班分拣员,女,18~35,不戴眼镜，手脚麻利接受低温工作，不要暑假工，需要进冷库，有经验优先,否,0,早7晚7/早8晚8/早9晚9（偶尔会有6:30、11:00的班次，一周排班一次，月休4-6天）,无需经验，有经验者优先,底薪2340+绩效400+生活补贴0-500+职级补贴(100-700)+计件薪资，综合6000-8000,用户在小象超市app上面下了订单，然后去货架上找东西装袋子里，放一边给骑手去配送
市南路站,广州,广州市番禺区桥南街陈涌村陈涌金业三巷9号101铺、11号101铺,113.368698,22.912983,是,是,商业保险,不包吃住,周一至周五14：00~16：00,下午三点前,白班分拣员,女,18~35,不戴眼镜，手脚麻利接受低温工作，不要暑假工，需要进冷库，有经验优先,否,0,早7晚7/早8晚8/早9晚9（偶尔会有6:30、11:00的班次，一周排班一次，月休4-6天）,无需经验，有经验者优先,底薪2340+绩效400+生活补贴0-500+职级补贴(100-700)+计件薪资，综合6000-8000,用户在小象超市app上面下了订单，然后去货架上找东西装袋子里，放一边给骑手去配送
市南路站,广州,广州市番禺区桥南街陈涌村陈涌金业三巷9号101铺、11号101铺,113.368698,22.912983,是,是,商业保险,不包吃住,周一至周五14：00~16：00,下午三点前,水产员,不限,18~32,有经验优先,否,0,早7:00晚7：30、早8:00晚8:30、早9:00晚9:30、早10:00晚10:30等班次，中间休息一小时。月休4-8天,优先做过厨房和后厨,2000-2400+920补助+2980绩效+职级工资(水产证初级500-中级1000-高级1500）=6000-7800,养鱼，杀鱼，捞虾(处理水产品)
南沙金洲站,广州,广州市南沙区金岭北路创汇谷直街3号102房,113.551271,22.793077,是,是,商业保险,不包吃住,周一至周五14：00~16：00,下午三点前,白班分拣员,女,18~35,不戴眼镜，手脚麻利接受低温工作，不要暑假工，需要进冷库，有经验优先,否,0,早7晚7/早8晚8/早9晚9（偶尔会有6:30、11:00的班次，一周排班一次，月休4-6天）,无需经验，有经验者优先,底薪2340+绩效400+生活补贴0-500+职级补贴(100-700)+计件薪资，综合6000-8000,用户在小象超市app上面下了订单，然后去货架上找东西装袋子里，放一边给骑手去配送
南沙金洲站,广州,广州市南沙区金岭北路创汇谷直街3号102房,113.551271,22.793077,是,是,商业保险,不包吃住,周一至周五14：00~16：00,下午三点前,白班理货员,男,18~35,不戴眼镜，手脚麻利接受低温工作，不要暑假工，需要进冷库，有经验优先,否,0,7：00-19:00/ 8：00-20:00/ 9：00-21:00（做5休2/做六休一门店排班）,无需经验，有经验者优先,固定薪资2340-2840+职级补贴0-700+绩效500+计件提成，综合薪资6000-8000元/月,超市货架空时，需要从库房拉货把货架补齐，在岗时，需要货架饱满状态，遇到缺货时，及时找主管进行订货
南沙阳光城站,广州,广州市南沙区南沙街欣然一街4号101、102、103房,113.541153,22.804221,是,是,商业保险,不包吃住,周一至周五14：00~16：00,下午三点前,白班分拣员,女,18~35,不戴眼镜，手脚麻利接受低温工作，不要暑假工，需要进冷库，有经验优先,否,0,早7晚7/早8晚8/早9晚9（偶尔会有6:30、11:00的班次，一周排班一次，月休4-6天）,无需经验，有经验者优先,底薪2340+绩效400+生活补贴0-500+职级补贴(100-700)+计件薪资，综合6000-8000,用户在小象超市app上面下了订单，然后去货架上找东西装袋子里，放一边给骑手去配送
亚运城站,广州,广州市番禺区石楼南环路2号,113.486271,22.954989,是,是,商业保险,不包吃住,周一至周五14：00~16：00,下午三点前,白班分拣员,女,18~35,不戴眼镜，手脚麻利接受低温工作，不要暑假工，需要进冷库，有经验优先,否,0,早7晚7/早8晚8/早9晚9（偶尔会有6:30、11:00的班次，一周排班一次，月休4-6天）,无需经验，有经验者优先,底薪2340+绩效400+生活补贴0-500+职级补贴(100-700)+计件薪资，综合6000-8000,用户在小象超市app上面下了订单，然后去货架上找东西装袋子里，放一边给骑手去配送
亚运城站,广州,广州市番禺区石楼南环路2号,113.486271,22.954989,是,是,商业保险,不包吃住,周一至周五14：00~16：00,下午三点前,白班理货员,男,18~35,不戴眼镜，手脚麻利接受低温工作，不要暑假工，需要进冷库，有经验优先,否,0,7：00-19:00/ 8：00-20:00/ 9：00-21:00（做5休2/做六休一门店排班）,无需经验，有经验者优先,固定薪资2340-2840+职级补贴0-700+绩效500+计件提成，综合薪资6000-8000元/月,超市货架空时，需要从库房拉货把货架补齐，在岗时，需要货架饱满状态，遇到缺货时，及时找主管进行订货
亚运城站,广州,广州市番禺区石楼南环路2号,113.486271,22.954989,是,是,商业保险,不包吃住,周一至周五14：00~16：00,下午三点前,夜班理货员,男,18~32,不戴眼镜，手脚麻利接受低温工作，不要暑假工，需要进冷库，有经验优先,否,1,晚7早7、晚8早8、晚9早9。月休4-8天，一周排一次班 休息会安排在周中,无需经验，有经验者优先,2000-2400+1000绩效+780夜班补贴+计件提成=6500-8000,小象超市的搬运理货，整理货架，上架产品
亚运城站,广州,广州市番禺区石楼南环路2号,113.486271,22.954989,是,是,商业保险,不包吃住,周一至周五14：00~16：00,下午三点前,水产员,不限,18~32,有经验优先,否,0,早7:00晚7：30、早8:00晚8:30、早9:00晚9:30、早10:00晚10:30等班次，中间休息一小时。月休4-8天,优先做过厨房和后厨,2000-2400+920补助+2980绩效+职级工资(水产证初级500-中级1000-高级1500）=6000-7800,养鱼，杀鱼，捞虾(处理水产品)
花地湾站,广州,广州市荔湾区百花路40号之八、九至十五101房,113.22731,23.094667,是,是,商业保险,不包吃住,周一至周五14：00~16：00,下午三点前,白班分拣员,女,18~35,不戴眼镜，手脚麻利接受低温工作，不要暑假工，需要进冷库，有经验优先,否,0,早7晚7/早8晚8/早9晚9（偶尔会有6:30、11:00的班次，一周排班一次，月休4-6天）,无需经验，有经验者优先,底薪2340+绩效400+生活补贴0-500+职级补贴(100-700)+计件薪资，综合6000-8000,用户在小象超市app上面下了订单，然后去货架上找东西装袋子里，放一边给骑手去配送
花地湾站,广州,广州市荔湾区百花路40号之八、九至十五101房,113.22731,23.094667,是,是,商业保险,不包吃住,周一至周五14：00~16：00,下午三点前,水产员,不限,18~32,有经验优先,否,0,早7:00晚7：30、早8:00晚8:30、早9:00晚9:30、早10:00晚10:30等班次，中间休息一小时。月休4-8天,优先做过厨房和后厨,2000-2400+920补助+2980绩效+职级工资(水产证初级500-中级1000-高级1500）=6000-7800,养鱼，杀鱼，捞虾(处理水产品)
鹤洞站,广州,中国广东省广州市荔湾区坑口大街125号坑口工业区1栋一层,113.236702,23.076666,是,是,商业保险,不包吃住,周一至周五14：00~16：00,下午三点前,白班分拣员,女,18~35,不戴眼镜，手脚麻利接受低温工作，不要暑假工，需要进冷库，有经验优先,否,0,早7晚7/早8晚8/早9晚9（偶尔会有6:30、11:00的班次，一周排班一次，月休4-6天）,无需经验，有经验者优先,底薪2340+绩效400+生活补贴0-500+职级补贴(100-700)+计件薪资，综合6000-8000,用户在小象超市app上面下了订单，然后去货架上找东西装袋子里，放一边给骑手去配送
西塱站,广州,广州市荔湾区紫荆道65号广州芳村景致国际酒店用品城自编D区130号,113.251114,23.060307,是,是,商业保险,不包吃住,周一至周五14：00~16：00,下午三点前,白班分拣员,女,18~35,不戴眼镜，手脚麻利接受低温工作，不要暑假工，需要进冷库，有经验优先,否,0,早7晚7/早8晚8/早9晚9（偶尔会有6:30、11:00的班次，一周排班一次，月休4-6天）,无需经验，有经验者优先,底薪2340+绩效400+生活补贴0-500+职级补贴(100-700)+计件薪资，综合6000-8000,用户在小象超市app上面下了订单，然后去货架上找东西装袋子里，放一边给骑手去配送
